text,label
Explain the process of coral bleaching and its effects on coral health.,relevant
What is the role of genetic diversity within coral populations?,relevant
Compare the symbiotic relationship between corals and zooxanthellae.,relevant
"Discuss the impact of climate change on marine biodiversity, specifically in coral reefs.",relevant
What are some conservation efforts aimed at protecting coral ecosystems?,relevant
How can human activities contribute to the degradation of coral reefs?,relevant
Explain the concept of coral regeneration and how it might be impacted by climate change.,relevant
Describe the life cycle of a typical coralline algae species.,relevant
What is the capital of Australia?,irrelevant
Which planet in our solar system has the highest temperature?,irrelevant
What is the largest living organism on Earth?,irrelevant
Who wrote 'To Kill a Mockingbird'?,irrelevant
What is the most common language spoken in India?,irrelevant
How many bones are there in the human body?,irrelevant
What is the largest desert in Antarctica?,irrelevant
Which country produces the world's most coffee?,irrelevant
How long does it take for lightning to reach Earth from the sun?,irrelevant
What type of energy source is coal?,irrelevant
What is the capital of Bermuda?,irrelevant
How many stars are on a United States flag?,irrelevant
Which city in Japan has the largest population?,irrelevant
Who painted the Mona Lisa?,irrelevant
What is the tallest building in Canada?,irrelevant
In which year did Queen Elizabeth II become the first female British monarch to ascend the throne?,irrelevant
What is the chemical symbol for gold?,irrelevant
How many moons does Saturn have?,irrelevant
What is the largest planet in our solar system?,irrelevant
Who wrote 'To Kill a Mockingbird'?,irrelevant
What is the most popular emoji in Japan?,irrelevant
How many languages does the English language actually support?,irrelevant
What is the average number of stars on a star rating system?,irrelevant
What was the first animated TV show to feature an African-American main character?,irrelevant
Which country has the highest percentage of people who speak French as their native language?,irrelevant
What is the largest country in terms of area?,irrelevant
"How many bones does a human body have, and what are they called?",irrelevant
What is the tallest mountain on Earth?,irrelevant
What was the first space shuttle to be launched into space?,irrelevant
Which animal is known for its long neck and prehensile tail?,irrelevant
What is the most popular type of coffee in Germany?,irrelevant
Which ancient civilization constructed the Great Pyramid at Giza?,irrelevant
"How many moons does Neptune have, and what are their names?",irrelevant
In which country would you find the largest waterfall in Europe?,irrelevant
Who was the last Roman emperor to be officially recognized as a God?,irrelevant
What is the official name of the tallest mountain in North America?,irrelevant
Which city is known for its famous red telephone booth?,irrelevant
Who wrote 'To Kill a Mockingbird' and inspired it with real historical events?,irrelevant
"What is the largest living organism on Earth, and what type of plant is it?",irrelevant
In which country did the Titanic sink in 1912?,irrelevant
What is the role of corals in maintaining the health and biodiversity of marine ecosystems?,relevant
How do coral reefs contribute to coastal protection by absorbing waves and storm surges?,relevant
What are some natural factors that can cause coral bleaching and what measures are being taken to prevent it?,relevant
"Describe the life cycle of a coral polyp, including its stages of growth and reproduction.",relevant
